#{"t_start": 1776070569.1192172, "env_id": "highway-v0"}
r,l,t
20.573864,30,14971.389341
20.454545,30,14980.68817
20.771717,30,14990.033774
20.454545,30,14999.448603
20.454545,30,15008.766622
20.454545,30,15018.258981
20.454545,30,15027.557374
20.693182,30,15036.982665
20.454545,30,15046.37835
20.454545,30,15055.768169
20.54005,30,15065.134073
20.573864,30,15074.455986
20.454545,30,15083.834774
20.573864,30,15093.244919
20.659198,30,15102.663234
20.693182,30,15112.022239
20.573864,30,15121.357111
20.693182,30,15130.642524
20.454545,30,15139.929509
20.454545,30,15149.268709
20.454545,30,15158.648098
20.573864,30,15167.902936
20.454545,30,15177.21814
20.454545,30,15186.481019
20.573864,30,15195.804223
20.573864,30,15205.177944
20.454545,30,15214.521307
20.454545,30,15223.899363
20.573864,30,15233.383018
20.454545,30,15242.690872
20.454545,30,15252.040143
20.653391,30,15261.459135
20.454545,30,15270.855059
20.454545,30,15280.213802
20.454545,30,15289.519707
20.454545,30,15298.900137
20.454545,30,15308.268256
20.454545,30,15317.685112
20.454545,30,15327.03082
20.53988,30,15336.501403
20.53988,30,15346.011084
20.689116,30,15355.308079
20.454545,30,15365.421929
20.454545,30,15374.776408
20.454545,30,15384.237873
20.454545,30,15393.590382
20.454545,30,15402.892465
20.454545,30,15412.141865
20.454545,30,15421.569206
20.454545,30,15430.897722
20.573864,30,15440.268426
20.454545,30,15449.724506
20.454545,30,15459.120488
20.454545,30,15468.52893
20.454545,30,15477.865189
20.573864,30,15487.193861
20.454545,30,15496.601246
20.454545,30,15505.90896
20.454545,30,15515.331085
20.454545,30,15524.636128
2.727273,5,15526.217301
20.53988,30,15535.590101
20.571645,30,15544.863399
20.454545,30,15554.196148
20.454545,30,15563.604719
5.454545,9,15566.408398
20.539857,30,15575.757938
20.454545,30,15585.073095
20.454545,30,15594.679831
20.454545,30,15604.007723
20.454545,30,15613.438348
20.454545,30,15622.754058
20.454545,30,15632.229483
20.454545,30,15641.544489
20.454545,30,15650.891502
20.454545,30,15660.179892
20.454545,30,15669.506658
20.454545,30,15678.788513
20.53988,30,15688.114468
20.454545,30,15697.391609
20.454545,30,15706.661802
20.454545,30,15716.040823
20.454545,30,15725.436591
20.454545,30,15734.713289
20.454545,30,15744.014968
20.454545,30,15753.388925
20.454545,30,15762.78176
20.454545,30,15772.132558
20.454545,30,15781.420528
20.693182,30,15790.78394
20.454545,30,15800.145934
20.53988,30,15809.468989
20.454545,30,15818.783282
20.571645,30,15828.119106
20.454545,30,15837.432105
20.573864,30,15846.813348
20.571645,30,15856.199261
20.454545,30,15865.588749
20.454545,30,15874.925609
20.454545,30,15884.347012
20.454545,30,15893.71028
20.573864,30,15903.068986
20.454545,30,15912.36178
20.573864,30,15921.785475
20.573864,30,15931.196445
20.454545,30,15940.553193
20.454545,30,15949.895075
20.454545,30,15959.210172
20.454545,30,15968.545759
4.090909,7,15970.782761
20.454545,30,15980.196263
0.988242,2,15980.855292
20.573864,30,15990.238812
20.454545,30,15999.660192
20.454545,30,16009.816765
20.454545,30,16019.142427
20.454545,30,16028.538181
20.454545,30,16037.909824
20.454545,30,16047.300828
20.454545,30,16056.70198
20.454545,30,16066.164792
20.454545,30,16075.548536
20.573864,30,16084.893578
20.573864,30,16094.215036
20.454545,30,16103.535336
8.982955,14,16107.878242
20.454545,30,16117.161857
20.454545,30,16126.474844
20.653391,30,16135.86679
20.454545,30,16145.155396
20.454545,30,16154.435645
20.454545,30,16163.928222
20.454545,30,16173.244779
20.454545,30,16182.540044
20.653391,30,16191.788336
20.454545,30,16201.108557
20.454545,30,16210.46119
5.454545,9,16213.292412
20.454545,30,16222.666625
20.454545,30,16232.005002
20.454545,30,16241.396484
20.454545,30,16250.809062
20.653391,30,16260.195099
20.693182,30,16269.650712
20.454545,30,16279.037137
20.573864,30,16288.4461
20.454545,30,16297.87491
20.454545,30,16307.23119
20.454545,30,16316.540336
20.454545,30,16325.930864
20.454545,30,16335.301244
8.982955,14,16339.638685
20.659198,30,16349.090441
20.454545,30,16358.544705
20.454545,30,16367.904758
20.573864,30,16377.257493
20.454545,30,16386.704899
20.454545,30,16396.06924
20.454545,30,16405.436067
20.454545,30,16414.936929
20.454545,30,16424.173821
20.454545,30,16433.492316
20.454545,30,16442.869192
20.53988,30,16452.222235
20.653391,30,16461.517219
20.891035,30,16470.87019
20.454545,30,16480.204824
20.454545,30,16489.578127
20.454545,30,16498.879451
20.454545,30,16508.251184
20.454545,30,16517.650311
20.886238,30,16527.084229
20.659198,30,16536.500475
20.454545,30,16545.80151
20.573864,30,16555.215806
20.454545,30,16564.585143
20.454545,30,16573.991523
20.454545,30,16583.446399
20.53988,30,16592.897307
20.454545,30,16602.335854
15.681818,24,16609.75359
20.454545,30,16619.12022
20.693182,30,16628.450207
20.810264,30,16637.847877
20.573864,30,16647.901169
20.454545,30,16657.234017
20.454545,30,16666.559544
20.454545,30,16675.965143
20.454545,30,16685.367637
20.454545,30,16694.725047
20.573864,30,16704.098206
20.454545,30,16713.502545
20.454545,30,16722.941015
20.454545,30,16732.353148
20.454545,30,16741.668398
20.454545,30,16751.03346
20.454545,30,16760.415927
20.53988,30,16769.843511
20.454545,30,16779.213055
20.454545,30,16788.444688
20.454545,30,16797.715956
20.454545,30,16807.0001
20.53988,30,16816.491638
20.454545,30,16825.848724
20.454545,30,16835.229159
20.454545,30,16844.703805
20.454545,30,16854.114824
20.454545,30,16863.534814
20.454545,30,16872.845401
20.653368,30,16882.189298
20.454545,30,16891.532603
20.653391,30,16900.806781
20.454545,30,16910.368571
20.454545,30,16919.661471
17.045455,26,16927.813344
20.454545,30,16937.24436
20.573864,30,16946.536514
20.454545,30,16955.885914
20.454545,30,16965.228503
20.573864,30,16974.639256
20.454545,30,16984.031631
20.454545,30,16993.367494
20.454545,30,17002.685728
20.454545,30,17012.052603
20.454545,30,17021.378624
20.573864,30,17030.757334
20.454545,30,17040.118637
20.454545,30,17049.398474
20.454545,30,17058.675118
20.454545,30,17068.090637
20.454545,30,17077.353633
20.454545,30,17086.736996
20.454545,30,17096.029951
20.454545,30,17105.416526
4.090909,7,17107.626706
20.454545,30,17116.959004
20.454545,30,17126.23452
20.454545,30,17135.545483
20.454545,30,17144.737855
20.573864,30,17153.960143
20.653368,30,17163.446362
20.454545,30,17172.734856
20.454545,30,17182.195024
20.454545,30,17191.558018
20.454545,30,17200.89953
20.53988,30,17210.232285
20.454545,30,17219.710633
20.454545,30,17229.090047
20.454545,30,17238.454534
20.454545,30,17247.785964
17.727273,27,17256.216987
20.454545,30,17265.564518
20.454545,30,17274.85436
20.454545,30,17284.943784
20.454545,30,17294.290468
20.454545,30,17303.63283
20.693182,30,17312.926352
20.454545,30,17322.352388
20.454545,30,17331.661741
20.454545,30,17341.048737
20.454545,30,17350.450577
20.454545,30,17359.853364
20.454545,30,17369.206959
20.454545,30,17378.521809
20.454545,30,17387.848758
20.454545,30,17397.196725
20.454545,30,17406.564886
20.454545,30,17415.848213
20.454545,30,17425.243525
20.454545,30,17434.659452
19.210227,29,17443.637807
20.454545,30,17452.96111
20.454545,30,17462.257993
20.454545,30,17471.59562
20.454545,30,17480.980528
20.454545,30,17490.318722
20.454545,30,17499.654356
20.573864,30,17509.028248
20.454545,30,17518.330107
20.454545,30,17527.666041
20.454545,30,17537.013179
20.454545,30,17546.362649
20.653391,30,17555.685691
20.573864,30,17565.263729
20.454545,30,17574.516181
20.454545,30,17583.891407
20.454545,30,17593.22724
20.454545,30,17602.611042
20.573864,30,17611.861308
20.573864,30,17621.21259
20.454545,30,17630.528236
20.454545,30,17639.771012
20.454545,30,17649.122685
20.454545,30,17658.503266
20.454545,30,17667.931268
20.454545,30,17677.315993
20.571645,30,17686.696015
20.454545,30,17696.08106
20.454545,30,17705.394807
20.454545,30,17714.724566
20.573864,30,17724.107775
20.454545,30,17733.389405
20.454545,30,17742.849498
20.573864,30,17752.154284
20.454545,30,17761.502341
20.454545,30,17770.843508
20.454545,30,17780.224137
20.454545,30,17789.621948
20.454545,30,17799.082552
20.454545,30,17808.348386
20.454545,30,17817.792444
20.454545,30,17827.141012
20.454545,30,17836.524874
20.454545,30,17845.901643
20.454545,30,17855.341289
11.590909,18,17860.982126
20.53988,30,17870.367081
20.454545,30,17879.84074
12.272727,19,17885.748817
20.454545,30,17895.091866
20.573864,30,17904.467503
20.454545,30,17913.801651
20.454545,30,17923.919413
20.454545,30,17933.298863
20.573864,30,17942.593391
20.454545,30,17952.064348
20.454545,30,17961.455641
20.454545,30,17970.812297
20.454545,30,17980.21763
20.454545,30,17989.601966
20.454545,30,17998.901275
20.454545,30,18008.379714
20.454545,30,18017.759908
20.573864,30,18027.092088
20.454545,30,18036.434485
20.454545,30,18045.697048
20.454545,30,18055.020869
20.454545,30,18064.37386
20.454545,30,18073.702731
20.454545,30,18082.914292
20.454545,30,18092.297959
8.298918,13,18096.330799
20.454545,30,18105.711022
20.454545,30,18115.010232
20.539857,30,18124.404143
20.454545,30,18133.760328
20.454545,30,18143.111732
20.454545,30,18152.529662
20.454545,30,18161.857944
20.454545,30,18171.139266
20.454545,30,18180.449252
20.454545,30,18189.903678
20.454545,30,18199.331371
20.454545,30,18208.563158
20.454545,30,18218.028945
20.454545,30,18227.332259
20.573864,30,18236.71941
19.090909,29,18245.969123
20.454545,30,18255.303461
20.573864,30,18264.724937
20.53988,30,18274.108029
20.454545,30,18283.468863
20.454545,30,18292.840704
20.454545,30,18302.175841
20.454545,30,18311.563868
20.53988,30,18320.858112
20.454545,30,18330.343697
20.53988,30,18339.811395
20.454545,30,18349.26578
20.573864,30,18358.571013
20.573864,30,18367.91471
20.454545,30,18377.24414
20.454545,30,18386.576033
20.454545,30,18395.868409
20.454545,30,18405.212901
20.454545,30,18414.463473
20.454545,30,18423.830214
20.454545,30,18433.115264
20.573864,30,18442.464896
20.454545,30,18451.770995
20.454545,30,18461.09352
20.573864,30,18470.424807
20.53988,30,18479.779252
20.573864,30,18489.118288
20.454545,30,18498.438784
20.454545,30,18507.769641
20.571645,30,18517.126232
20.454545,30,18526.543488
20.454545,30,18535.915342
20.454545,30,18545.304192
20.454545,30,18554.62244
20.454545,30,18564.692714
20.454545,30,18574.009931
20.454545,30,18583.286474
20.454545,30,18592.724465
20.454545,30,18602.051987
20.573864,30,18611.391584
20.454545,30,18620.794529
20.454545,30,18630.155576
20.454545,30,18639.479581
20.454545,30,18648.829103
20.454545,30,18658.13341
20.454545,30,18667.552811
20.454545,30,18676.937464
20.454545,30,18686.295818
20.454545,30,18695.560684
20.454545,30,18704.934062
20.454545,30,18714.298991
20.454545,30,18723.613734
20.454545,30,18732.980171
20.625239,30,18742.398447
20.454545,30,18751.816451
20.454545,30,18761.168097
20.454545,30,18770.494999
20.454545,30,18779.846648
20.454545,30,18789.176095
20.454545,30,18798.581235
20.573864,30,18808.026242
20.454545,30,18817.414276
20.454545,30,18826.868509
20.454545,30,18836.237327
20.454545,30,18845.607167
20.454545,30,18854.861647
20.454545,30,18864.263545
20.53988,30,18873.684666
20.454545,30,18883.070115
20.454545,30,18892.49976
20.454545,30,18901.814599
20.454545,30,18911.191149
20.454545,30,18920.564212
20.454545,30,18929.899457
20.454545,30,18939.213682
20.454545,30,18948.629441
20.454545,30,18957.958356
20.454545,30,18967.224821
20.454545,30,18976.56231
20.454545,30,18985.917132
20.573864,30,18995.339374
20.454545,30,19004.699132
20.454545,30,19014.094434
20.454545,30,19023.454732
20.454545,30,19032.7676
20.454545,30,19042.066265
20.454545,30,19051.373079
20.454545,30,19060.720541
20.53988,30,19070.066746
20.454545,30,19079.428024
20.454545,30,19088.792268
20.454545,30,19098.134057
20.454545,30,19107.49786
20.454545,30,19116.817415
20.573864,30,19126.118902
20.454545,30,19135.597507
20.454545,30,19144.953264
20.454545,30,19154.337777
20.454545,30,19163.657327
20.573864,30,19172.998657
20.454545,30,19182.303945
20.454545,30,19191.669152
20.454545,30,19201.742784
20.454545,30,19211.131389
20.454545,30,19220.47456
20.454545,30,19229.673623
20.454545,30,19239.044898
20.545688,30,19248.303217
20.454545,30,19257.618634
20.454545,30,19267.001117
20.454545,30,19276.399902
20.454545,30,19285.841666
20.454545,30,19295.243942
20.454545,30,19304.711508
2.045455,4,19305.973511
20.454545,30,19315.260696
20.454545,30,19324.688287
20.454545,30,19333.973227
20.454545,30,19343.407691
20.454545,30,19352.760088
20.454545,30,19362.228281
20.454545,30,19371.518348
20.454545,30,19381.002804
20.454545,30,19390.360605
20.454545,30,19399.720287
20.573864,30,19409.003671
20.454545,30,19418.285244
20.454545,30,19427.589096
20.454545,30,19436.898145
2.727273,5,19438.456816
20.454545,30,19447.774122
20.454545,30,19457.204288
20.454545,30,19466.536062
20.454545,30,19475.856063
20.454545,30,19485.161606
20.573864,30,19494.553121
20.454545,30,19504.014657
20.454545,30,19513.380219
20.571645,30,19522.805005
20.454545,30,19532.133663
20.454545,30,19541.528543
20.454545,30,19550.951085
20.454545,30,19560.22458
20.454545,30,19569.540137
20.454545,30,19578.934367
20.454545,30,19588.265023
20.454545,30,19597.577652
20.454545,30,19606.948554
20.454545,30,19616.322892
20.573864,30,19625.749274
20.573864,30,19635.089942
20.454545,30,19644.510744
10.227273,16,19649.451428
20.454545,30,19658.874973
20.454545,30,19668.147878
20.454545,30,19677.511174
20.454545,30,19686.812778
20.454545,30,19696.288152
20.454545,30,19705.840449
20.53988,30,19715.318304
20.454545,30,19724.664138
20.454545,30,19734.019698
20.454545,30,19743.463634
20.454545,30,19752.885611
20.454545,30,19762.385263
20.454545,30,19771.792918
20.454545,30,19781.211295
20.454545,30,19790.569612
20.454545,30,19799.915307
20.454545,30,19809.253141
20.454545,30,19818.629719
4.772727,8,19821.139313
20.454545,30,19830.490617
20.454545,30,19840.536556
20.571645,30,19849.903479
20.454545,30,19859.293978
20.454545,30,19868.62509
20.693182,30,19877.937624
20.454545,30,19887.252856
20.454545,30,19896.588932
4.090909,7,19898.798815
20.454545,30,19908.147129
20.571645,30,19917.461716
20.454545,30,19926.804794
20.454545,30,19936.068696
20.454545,30,19945.435905
20.454545,30,19954.760215
20.454545,30,19964.084224
20.454545,30,19973.460649
20.65698,30,19982.867039
20.454545,30,19992.323098
20.454545,30,20001.69814
20.454545,30,20011.065348
4.772727,8,20013.567184
20.573864,30,20023.034338
20.454545,30,20032.517478
20.454545,30,20041.879238
20.454545,30,20051.203396
20.454545,30,20060.476577
20.454545,30,20069.836805
20.454545,30,20079.164426
20.454545,30,20088.545154
20.454545,30,20097.800885
20.454545,30,20107.112823
20.571645,30,20116.58251
20.454545,30,20125.955983
20.454545,30,20135.264108
20.454545,30,20144.676025
20.454545,30,20154.046987
20.454545,30,20163.347484
20.454545,30,20172.600784
20.573864,30,20181.882121
20.454545,30,20191.3547
20.53988,30,20200.691446
20.454545,30,20209.995042
20.53988,30,20219.392166
20.454545,30,20228.650192
20.454545,30,20237.987044
20.454545,30,20247.412863
20.454545,30,20256.748485
20.454545,30,20266.152629
20.454545,30,20275.435799
20.454545,30,20284.781081
20.454545,30,20294.206761
20.454545,30,20303.648252
20.454545,30,20313.100194
20.454545,30,20322.420722
20.454545,30,20331.76313
20.454545,30,20341.067858
20.454545,30,20350.474785
20.454545,30,20359.978851
20.454545,30,20369.295972
20.454545,30,20378.644073
20.573864,30,20387.924038
20.454545,30,20397.208333
20.454545,30,20406.61772
20.454545,30,20415.980509
20.53988,30,20425.283062
20.454545,30,20434.511374
20.778494,30,20444.033306
20.454545,30,20453.338248
20.454545,30,20462.705058
20.454545,30,20472.105873
20.454545,30,20482.166835
20.454545,30,20491.613284
20.454545,30,20500.99647
20.454545,30,20510.30194
20.454545,30,20519.601598
20.454545,30,20529.006456
20.454545,30,20538.30892
20.454545,30,20547.620713
20.454545,30,20557.10231
20.454545,30,20566.489542
20.573864,30,20575.842072
20.573864,30,20585.220842
20.571645,30,20594.570888
20.454545,30,20603.869852
20.454545,30,20613.255026
20.454545,30,20622.58787
20.454545,30,20631.81853
20.454545,30,20641.121945
20.454545,30,20650.546119
20.454545,30,20659.859848
20.454545,30,20669.280505
20.454545,30,20678.613887
20.454545,30,20688.058028
20.573864,30,20697.49098
20.454545,30,20706.864733
20.573864,30,20716.100443
20.454545,30,20725.467534
20.454545,30,20734.671655
20.454545,30,20743.947658
20.454545,30,20753.314141
20.571645,30,20762.74446
20.454545,30,20772.075643
20.573864,30,20781.513437
20.454545,30,20790.820741
20.454545,30,20800.196661
20.454545,30,20809.562853
20.454545,30,20818.909451
20.454545,30,20828.296447
20.454545,30,20837.774775
20.454545,30,20847.143361
20.454545,30,20856.544126
20.454545,30,20865.934436
20.454545,30,20875.253719
20.454545,30,20884.668971
20.454545,30,20893.956227
20.454545,30,20903.417467
20.454545,30,20912.733472
20.454545,30,20922.04443
20.573864,30,20931.387031
5.454545,9,20934.221541
20.454545,30,20943.616631
20.454545,30,20953.011998
20.454545,30,20962.338633
20.454545,30,20971.708248
20.573864,30,20981.035991
20.454545,30,20990.495201
20.454545,30,20999.778898
20.454545,30,21009.133624
20.454545,30,21018.495511
20.454545,30,21027.91693
20.454545,30,21037.249224
20.454545,30,21046.679379
20.454545,30,21056.066263
20.454545,30,21065.479128
20.454545,30,21074.773473
20.454545,30,21084.164371
20.454545,30,21093.486815
20.454545,30,21102.959528
10.227273,16,21108.006269
20.454545,30,21117.324671
20.454545,30,21127.295992
20.454545,30,21136.62692
20.454545,30,21145.998897
20.454545,30,21155.346456
20.454545,30,21164.70311
20.573864,30,21173.922822
20.454545,30,21183.286749
20.573864,30,21192.493639
20.454545,30,21201.832464
20.454545,30,21211.200413
20.454545,30,21220.537968
20.454545,30,21229.868582
20.454545,30,21239.2375
20.454545,30,21248.562958
20.454545,30,21257.978481
20.454545,30,21267.339928
20.454545,30,21276.635972
20.571645,30,21285.87429
20.571645,30,21295.197435
20.454545,30,21304.472425
20.454545,30,21313.772747
20.454545,30,21323.231053
20.454545,30,21332.655933
20.454545,30,21342.041712
20.454545,30,21351.382234
20.454545,30,21360.628533
20.454545,30,21369.909789
20.454545,30,21379.196431
20.454545,30,21388.611064
20.454545,30,21397.959901
20.454545,30,21407.369255
20.573864,30,21416.851504
20.454545,30,21426.149706
20.454545,30,21435.476857
20.454545,30,21444.749606
20.454545,30,21454.132848
20.454545,30,21463.548508
20.454545,30,21472.966001
20.454545,30,21482.269399
20.53988,30,21491.626916
20.454545,30,21501.021723
20.454545,30,21510.389403
20.454545,30,21519.674741
20.454545,30,21529.013071
20.573864,30,21538.286114
20.454545,30,21547.692865
20.454545,30,21557.030465
20.454545,30,21566.481025
20.454545,30,21575.910577
20.573864,30,21585.292874
20.454545,30,21594.666082
20.454545,30,21604.047262
20.454545,30,21613.402792
20.454545,30,21622.785839
20.454545,30,21632.266144
20.454545,30,21641.591967
20.454545,30,21650.958959
20.454545,30,21660.33853
20.454545,30,21669.823486
20.454545,30,21679.11963
20.454545,30,21688.508742
20.53988,30,21697.838118
20.454545,30,21707.169469
20.454545,30,21716.50773
20.573864,30,21725.885712
20.454545,30,21735.249079
20.454545,30,21744.6516
20.454545,30,21754.087926
20.454545,30,21764.098336
20.454545,30,21773.442763
20.693182,30,21782.73755
20.454545,30,21792.089817
20.454545,30,21801.364179
20.454545,30,21810.674738
20.573864,30,21820.035292
20.454545,30,21829.387992
20.454545,30,21838.710569
20.454545,30,21848.113987
20.454545,30,21857.430337
20.454545,30,21866.844176
20.454545,30,21876.30044
20.454545,30,21885.62033
20.454545,30,21895.088774
20.454545,30,21904.549311
20.53988,30,21913.853804
20.454545,30,21923.245825
20.454545,30,21932.553162
20.573864,30,21941.985549
20.454545,30,21951.294535
20.454545,30,21960.610919
20.571645,30,21969.95201
20.454545,30,21979.316562
20.454545,30,21988.644733
20.454545,30,21997.979785
9.545455,15,22002.654983
20.573864,30,22011.983394
20.454545,30,22021.303154
20.454545,30,22030.711057
20.454545,30,22040.020502
20.454545,30,22049.349042
20.454545,30,22058.665226
20.454545,30,22067.964053
20.571645,30,22077.264949
20.454545,30,22086.630709
20.454545,30,22096.045424
20.454545,30,22105.412358
20.454545,30,22114.811975
20.454545,30,22124.174877
20.53988,30,22133.61181
20.454545,30,22142.918445
20.454545,30,22152.270179
14.318182,22,22159.23226
20.454545,30,22168.62246
20.454545,30,22178.038708
20.454545,30,22187.513106
20.454545,30,22196.842969
20.454545,30,22206.245668
20.454545,30,22215.54117
20.454545,30,22224.853666
20.454545,30,22234.194312
20.573864,30,22243.498912
20.454545,30,22252.825186
20.573864,30,22262.195112
20.454545,30,22271.522887
20.454545,30,22280.820294
20.454545,30,22290.146243
20.573864,30,22299.551562
20.454545,30,22308.944956
20.454545,30,22318.380663
20.454545,30,22327.741443
20.454545,30,22337.106804
20.454545,30,22346.382647
13.636364,21,22352.872593
20.454545,30,22362.242713
20.454545,30,22371.595702
20.454545,30,22380.940649
20.454545,30,22390.352525
20.454545,30,22400.382345
20.454545,30,22409.732228
20.454545,30,22419.125463
20.454545,30,22428.457038
20.454545,30,22437.930056
20.454545,30,22447.238525
20.454545,30,22456.651847
20.454545,30,22466.068668
10.909091,17,22471.3669
20.454545,30,22480.687178
20.454545,30,22490.091275
20.573864,30,22499.452083
20.454545,30,22508.816345
20.454545,30,22518.067047
20.454545,30,22527.323287
20.454545,30,22536.710592
20.454545,30,22546.079186
20.454545,30,22555.372402
20.454545,30,22564.719403
20.454545,30,22574.122904
20.454545,30,22583.457992
20.454545,30,22592.921679
20.454545,30,22602.329067
20.573864,30,22611.717677
20.454545,30,22621.242609
20.454545,30,22630.594548
20.454545,30,22639.947663
20.454545,30,22649.435953
20.454545,30,22658.806938
20.454545,30,22668.217751
20.454545,30,22677.579486
20.573864,30,22686.976522
20.454545,30,22696.287164
20.454545,30,22705.647851
20.454545,30,22714.895363
20.454545,30,22724.275718
20.454545,30,22733.635637
20.454545,30,22742.943037
20.454545,30,22752.284806
20.454545,30,22761.636194
20.454545,30,22770.934327
20.454545,30,22780.339367
20.454545,30,22789.580812
20.454545,30,22798.913914
20.454545,30,22808.24069
20.454545,30,22817.616091
20.454545,30,22827.143916
20.454545,30,22836.429193
20.454545,30,22845.710265
20.454545,30,22855.209705
20.454545,30,22864.535527
20.454545,30,22873.951672
20.454545,30,22883.239363
20.454545,30,22892.663055
20.454545,30,22902.145931
20.454545,30,22911.564749
20.454545,30,22920.947466
20.454545,30,22930.357295
20.573864,30,22939.752993
20.454545,30,22949.084975
20.454545,30,22958.392392
20.454545,30,22967.725189
20.454545,30,22977.111979
7.6171,12,22980.887629
20.573864,30,22990.25331
20.573864,30,22999.619543
20.454545,30,23008.979638
20.573864,30,23018.291486
20.454545,30,23027.676994
20.454545,30,23036.9932
20.454545,30,23047.023427
20.454545,30,23056.375689
20.454545,30,23065.737118
20.454545,30,23075.061414
20.454545,30,23084.451502
20.573864,30,23093.739443
20.454545,30,23103.064336
20.454545,30,23112.293292
20.573864,30,23121.722327
20.454545,30,23131.065011
20.454545,30,23140.488915
20.454545,30,23149.915907
20.454545,30,23159.222794
20.454545,30,23168.552281
20.454545,30,23177.94206
20.454545,30,23187.371866
20.454545,30,23196.603342
20.454545,30,23205.923981
20.454545,30,23215.222226
20.454545,30,23224.584659
20.454545,30,23233.869589
20.454545,30,23243.19832
20.573864,30,23252.597641
20.454545,30,23261.92771
20.454545,30,23271.234565
20.454545,30,23280.571644
20.454545,30,23290.028953
20.573864,30,23299.350086
20.454545,30,23308.634712
20.454545,30,23318.134982
20.454545,30,23327.526048
20.454545,30,23336.846828
20.454545,30,23346.186014
20.454545,30,23355.524122
20.454545,30,23364.772946
20.454545,30,23374.058496
20.454545,30,23383.452138
20.454545,30,23392.793817
20.454545,30,23402.135012
20.454545,30,23411.527688
20.53988,30,23420.866953
20.454545,30,23430.252716
20.454545,30,23439.614787
20.454545,30,23449.009838
20.454545,30,23458.430125
20.454545,30,23467.750711
20.454545,30,23477.210479
20.454545,30,23486.671632
20.454545,30,23496.088181
20.454545,30,23505.445926
20.454545,30,23514.852968
20.454545,30,23524.118934
20.573864,30,23533.505537
20.573864,30,23542.841234
20.454545,30,23552.300206
20.454545,30,23561.645247
20.454545,30,23570.969901
20.454545,30,23580.429691
20.454545,30,23589.789353
20.454545,30,23599.097008
20.454545,30,23608.492998
20.454545,30,23617.814744
20.454545,30,23627.139896
20.454545,30,23636.550438
20.454545,30,23645.964376
5.454545,9,23648.7703
20.454545,30,23658.096875
20.454545,30,23667.446522
20.454545,30,23677.512063
20.454545,30,23686.819055
20.454545,30,23696.11274
20.454545,30,23705.470217
20.454545,30,23714.769417
20.454545,30,23724.17208
20.454545,30,23733.533538
20.454545,30,23742.905211
20.454545,30,23752.305617
20.454545,30,23761.613537
20.454545,30,23770.960674
20.454545,30,23780.533019
20.573864,30,23789.874785
20.454545,30,23799.256686
20.454545,30,23808.591392
20.454545,30,23817.978056
20.454545,30,23827.270134
20.454545,30,23836.604344
20.454545,30,23845.937288
20.454545,30,23855.337197
20.454545,30,23864.764048
20.454545,30,23874.156933
20.454545,30,23883.520702
20.454545,30,23892.935487
20.454545,30,23902.240597
20.454545,30,23911.573379
20.454545,30,23920.935203
20.454545,30,23930.215259
20.573864,30,23939.505141
20.454545,30,23948.885841
20.454545,30,23958.240854
20.454545,30,23967.539072
20.454545,30,23976.849983
20.454545,30,23986.17008
20.454545,30,23995.532581
20.454545,30,24004.947832
20.454545,30,24014.357551
20.454545,30,24023.660954
20.454545,30,24033.027367
20.454545,30,24042.279705
20.454545,30,24051.568759
20.454545,30,24060.953537
20.454545,30,24070.36123
20.454545,30,24079.785564
20.454545,30,24089.140871
20.454545,30,24098.509258
20.454545,30,24107.938792
20.454545,30,24117.209955
20.454545,30,24126.676887
20.454545,30,24136.068783
20.454545,30,24145.470878
20.454545,30,24154.852378
20.454545,30,24164.185264
20.454545,30,24173.512344
20.454545,30,24182.824358
20.454545,30,24192.279598
20.454545,30,24201.623057
20.454545,30,24211.025465
20.454545,30,24220.342079
20.454545,30,24229.66873
20.454545,30,24239.005969
20.454545,30,24248.318837
8.181818,13,24252.380089
20.454545,30,24261.676687
20.571645,30,24270.979505
20.454545,30,24280.273247
20.454545,30,24289.66081
20.454545,30,24299.005217
20.454545,30,24308.42473
20.454545,30,24318.483555
20.454545,30,24327.828661
20.454545,30,24337.159956
20.454545,30,24346.523858
20.454545,30,24355.815196
20.454545,30,24365.206566
20.454545,30,24374.552528
20.454545,30,24383.840833
20.454545,30,24393.151108
20.454545,30,24402.530385
20.454545,30,24411.87597
20.454545,30,24421.271478
20.454545,30,24430.706018
20.573864,30,24440.110312
20.573864,30,24449.350905
20.454545,30,24458.644907
20.454545,30,24467.988294
20.573864,30,24477.378922
20.454545,30,24486.691665
20.454545,30,24496.094665
20.454545,30,24505.49706
20.454545,30,24514.911048
20.454545,30,24524.226586
20.454545,30,24533.629256
20.454545,30,24543.021604
20.454545,30,24552.382946
20.454545,30,24561.767476
20.454545,30,24571.085912
20.454545,30,24580.428308
20.454545,30,24589.776233
20.454545,30,24599.201988
20.454545,30,24608.555559
20.454545,30,24617.990635
20.454545,30,24627.43396
20.454545,30,24636.81722
20.454545,30,24646.287284
20.454545,30,24655.532225
20.454545,30,24664.820762
20.454545,30,24674.210477
20.454545,30,24683.569254
20.454545,30,24692.925231
20.454545,30,24702.187582
20.454545,30,24711.552637
20.454545,30,24720.805234
20.454545,30,24730.113042
20.454545,30,24739.492464
20.454545,30,24748.907327
20.454545,30,24758.244292
20.573864,30,24767.631051
20.454545,30,24776.907613
20.454545,30,24786.24637
20.454545,30,24795.517986
20.454545,30,24804.847417
20.454545,30,24814.124476
20.454545,30,24823.566982
20.454545,30,24832.955505
20.454545,30,24842.341532
20.454545,30,24851.73912
20.454545,30,24861.210336
20.454545,30,24870.546096
