#{"t_start": 1776079954.582204, "env_id": "highway-v0"}
r,l,t
8.756068,10,4723.34198
3.996348,6,4730.944974
19.042116,27,4765.251795
23.060624,30,4802.924849
21.05106,30,4841.535193
2.248884,4,4846.641054
6.957171,8,4856.723784
13.027284,18,4879.878181
6.591205,8,4890.042287
11.37053,16,4910.314765
17.442671,20,4935.654337
16.079104,20,4961.15698
3.202327,5,4967.447556
3.198221,5,4973.754436
6.559055,8,4983.887865
8.383302,12,4999.055554
14.004349,16,5019.425528
5.539767,8,5029.58817
7.079323,8,5039.762456
26.565391,30,5077.808726
8.796629,13,5094.204976
6.955576,8,5104.387249
3.558406,5,5110.729978
15.839667,23,5140.234312
17.330624,22,5167.779406
5.925041,7,5176.774402
20.592417,28,5212.274002
1.717164,3,5216.159732
24.141953,30,5254.444557
8.082586,11,5268.33476
1.598207,3,5272.214763
2.959217,4,5277.388658
14.768748,17,5298.883322
5.360786,7,5307.72034
8.353071,10,5320.577821
11.060036,16,5340.859873
18.774876,24,5371.400864
7.756085,9,5382.837042
22.791459,30,5420.9149
7.20049,10,5433.599826
6.599222,8,5443.784001
13.353267,19,5467.715276
11.338342,15,5486.73513
3.959047,5,5493.146664
6.807525,9,5504.596778
7.442946,9,5516.107042
1.960209,3,5519.985716
17.391434,25,5551.351588
20.571645,30,5589.05626
1.960209,3,5592.987261
15.071128,18,5615.643487
8.004493,10,5628.298446
8.988419,11,5642.244442
5.396537,7,5651.218749
3.082992,5,5657.547213
11.457015,17,5678.914663
3.957198,5,5685.287024
7.807781,11,5699.203717
13.209542,16,5719.488423
8.620999,13,5735.899306
4.170562,6,5743.499776
12.904783,18,5766.417185
11.189899,13,5782.902888
14.072398,16,5803.098587
14.153964,16,5823.368632
8.756445,10,5836.018868
5.959013,7,5844.891803
6.957167,8,5855.062056
17.060511,25,5886.728662
16.772283,21,5913.425101
19.349941,22,5941.159544
2.759115,4,5946.370787
6.957162,8,5956.537925
1.767153,3,5960.384765
2.564214,4,5965.499477
10.200904,12,5980.770237
10.844776,14,5998.529691
3.959047,5,6004.886975
4.959018,6,6012.47814
7.252578,10,6025.042869
6.353095,8,6035.145906
7.879496,9,6046.628811
3.200102,5,6053.090166
3.255823,5,6059.438868
8.367372,10,6072.15641
20.856822,30,6110.309381
11.559468,13,6126.77082
2.757267,4,6131.853363
25.203831,30,6169.621177
8.756061,10,6182.367658
5.19551,7,6191.270261
16.051645,20,6216.744458
1.960209,3,6220.546831
14.817055,20,6245.692446
9.990774,13,6262.351222
3.758123,5,6268.6255
16.809603,20,6293.816852
1.958373,3,6297.741183
3.959047,5,6304.101028
2.959217,4,6309.325552
4.595303,6,6316.926803
8.33353,12,6332.162959
5.685633,8,6342.315477
4.165699,6,6349.922176
25.638981,30,6387.915331
23.951695,26,6420.819619
11.485219,14,6599.018815
4.364794,6,6606.616071
3.050021,5,6612.92012
19.057694,26,6645.592058
5.847739,8,6655.769069
6.352358,8,6665.808456
3.052985,5,6672.245486
2.959217,4,6677.36909
7.003749,9,6688.84299
17.936657,23,6717.763028
10.95946,14,6735.443112
7.374008,11,6749.387221
4.957168,6,6757.013019
17.747465,19,6780.931965
12.056095,15,6799.777839
1.650349,3,6803.68662
7.350961,9,6815.114637
1.958373,3,6818.960665
3.526191,6,6826.510351
20.104417,28,6861.85653
10.332838,15,6880.863832
7.228462,11,6894.829666
18.502289,25,6926.261875
20.250791,24,6956.659367
9.879853,13,6972.998396
9.388768,11,6986.955422
24.283337,30,7024.537569
4.788699,6,7032.177019
10.561577,14,7049.899538
9.723206,12,7064.921768
6.170464,9,7076.340904
7.357594,9,7087.620565
20.888398,26,7120.41203
4.239537,6,7128.089672
1.598207,3,7131.899158
13.446228,17,7153.496366
10.56049,13,7169.984043
3.759547,6,7177.639481
8.955321,10,7190.250286
3.760353,5,7196.635672
9.942247,13,7212.935875
15.280391,18,7235.632648
6.756502,8,7245.830083
1.597429,3,7249.739476
7.045278,10,7262.496758
14.447008,19,7286.594774
8.955324,10,7299.329904
2.757291,4,7304.500781
12.448458,17,7325.754599
6.955977,9,7337.113178
5.99785,8,7347.244158
2.045455,4,7352.355555
9.952716,12,7367.740728
5.647915,7,7376.671605
4.559254,6,7384.313762
3.20048,5,7390.618599
8.261412,11,7404.759385
7.057846,9,7416.206624
1.602273,3,7420.076814
10.566992,14,7437.743764
11.219201,15,7456.634242
6.560445,8,7466.811725
6.958203,9,7478.166721
1.925144,3,7481.99128
14.356572,18,7504.626575
13.127666,17,7526.287891
4.2772,5,7532.691213
25.974175,30,7570.771755
24.860255,30,7608.185587
16.958762,19,7632.212581
3.314156,5,7638.556205
12.968641,16,7658.748991
10.857562,14,7676.560161
12.239291,15,7695.545448
16.825913,23,7724.660327
2.959217,4,7729.740345
14.552045,16,7749.748284
8.35649,10,7762.436357
8.920462,10,7775.155992
2.757291,4,7780.282164
13.342694,16,7800.437225
9.761141,11,7814.225922
14.149492,20,7839.64059
5.847413,7,7848.460003
4.293372,7,7857.407562
1.767153,3,7861.320508
14.134801,19,7885.147786
13.999889,16,7905.324592
15.714116,22,7933.264312
4.790531,6,7940.912672
13.606216,16,7961.119804
16.722455,24,7991.428483
27.078456,30,8029.59045
8.381531,11,8043.551594
5.088852,8,8053.615286
6.397762,8,8063.77999
1.482955,3,8067.726562
7.16028,9,8079.021368
5.883122,8,8089.137683
14.102969,19,8113.006282
8.760149,10,8125.668768
5.273759,6,8133.28378
6.394175,8,8143.42552
16.923411,21,8169.971939
12.654835,17,8191.518072
4.795321,7,8200.414591
13.557847,15,8219.363567
8.52437,12,8234.308832
7.682208,10,8246.889473
13.71362,15,8265.892552
4.356944,6,8273.495015
6.798967,9,8284.842212
4.361383,6,8292.544637
1.767153,3,8296.383702
2.959217,4,8301.532387
19.963417,22,8329.680421
12.554501,14,8347.523495
6.792282,8,8357.698507
8.758347,11,8371.636711
9.481496,12,8386.77615
8.760149,10,8399.506018
6.290356,9,8410.925888
4.921493,7,8419.694668
15.614187,19,8443.794976
9.557178,11,8457.742841
15.756457,17,8479.145565
21.234243,27,8513.299166
7.598078,10,8525.870892
12.96703,15,8544.883528
13.595516,15,8563.804921
2.955271,4,8568.903921
8.765956,10,8581.505969
7.396434,9,8593.169854
4.001601,6,8600.814297
4.952393,6,8608.456055
5.760155,7,8617.441898
2.957371,4,8622.600317
15.205871,18,8645.638329
10.809175,13,8661.884355
3.407514,5,8668.244704
6.882929,9,8679.706857
23.338635,28,8714.940224
11.751838,13,8731.614194
6.157082,8,8741.712278
4.758343,6,8749.302393
4.156123,6,8757.014315
7.918624,9,8768.477238
6.202398,9,8779.938522
12.275232,14,8797.548265
3.555776,5,8803.9591
11.161375,14,8821.692213
8.149484,10,8834.515652
5.957167,7,8843.439265
12.212627,16,8863.760807
8.119706,9,8875.20861
16.951874,18,8897.858691
9.588275,11,8911.889246
21.758885,25,8943.311496
2.959217,4,8948.421483
13.006121,17,8970.078207
6.765956,8,8980.232366
4.756104,6,8987.878075
2.794337,4,8992.997048
8.559473,10,9005.723181
10.124672,12,9021.143283
10.94979,12,9036.31177
7.566559,9,9047.653086
5.683399,8,9057.799832
11.40309,14,9075.507715
8.209039,11,9089.455659
4.875426,6,9097.105748
8.804695,11,9111.081367
16.556994,19,9134.938045
6.955584,8,9145.061302
4.924628,6,9152.670981
3.994728,5,9159.037302
8.790651,11,9172.857379
3.555801,5,9179.227367
12.16619,15,9198.262545
6.687362,10,9210.892195
8.957162,10,9223.558899
5.758473,7,9232.438648
15.955852,22,9260.307202
1.960209,3,9264.18755
7.400864,9,9275.654034
25.445152,28,9310.848804
1.960209,3,9314.725796
2.957377,4,9319.819629
4.522693,6,9327.438895
11.083994,13,9343.835271
9.929401,13,9360.172415
3.957198,5,9366.549533
2.957371,4,9371.715806
18.348853,20,9397.202763
15.176244,18,9419.885972
6.882929,9,9431.345575
4.955582,6,9438.97755
0.854167,2,9441.540428
3.959047,5,9447.937305
12.645783,16,9468.160732
23.349265,30,9505.831738
2.959217,4,9510.906097
12.209384,16,9530.8982
3.558406,5,9537.200299
3.054121,4,9542.332727
10.589346,12,9557.550506
8.556428,10,9570.225564
1.124008,2,9572.806109
12.756457,14,9590.395432
19.05004,28,9625.392749
9.273498,10,9637.987002
1.124008,2,9640.646227
13.201576,17,9662.35695
23.596952,26,9695.134869
9.394555,11,9709.103211
9.760149,11,9723.083173
14.050113,18,9746.026687
1.960209,3,9749.923962
2.563432,4,9754.996652
12.609012,15,9773.935995
9.957162,11,9787.938769
11.256683,14,9805.47177
4.798283,7,9814.439801
12.398508,14,9832.207592
12.967441,16,9852.38541
2.397471,4,9857.396102
9.531436,14,9875.128263
7.953316,10,9887.722617
4.755157,6,9895.310211
2.41598,4,9900.390219
9.959012,11,9914.209949
10.200445,12,9929.577635
13.153717,15,9948.670637
13.457949,18,9971.298485
6.733065,10,9983.826102
1.960209,3,9987.695107
12.651213,16,10007.77101
2.761346,4,10012.882394
8.595269,10,10025.710595
5.07836,6,10033.298922
9.726702,13,10049.655897
1.960209,3,10053.535336
1.960209,3,10057.371841
9.404546,11,10071.279909
1.958373,3,10075.142487
24.106786,30,10112.976192
3.277229,4,10118.094765
4.208268,6,10125.756817
9.360186,11,10139.847039
7.955057,9,10151.342369
12.054113,13,10167.780721
6.192713,8,10177.903292
5.118223,6,10185.61541
7.32855,9,10197.005023
7.050149,8,10207.143207
7.959012,9,10218.38848
3.784084,5,10224.753528
3.957201,5,10231.144347
4.955332,6,10238.818921
6.054113,7,10247.730106
12.587224,14,10265.408767
4.758343,6,10273.038048
12.135286,15,10292.166701
6.124524,8,10302.340965
3.758507,5,10308.763153
14.551683,16,10328.997291
10.356479,12,10344.177952
6.837738,9,10355.497622
27.708434,30,10393.42507
8.873423,10,10406.127713
12.549558,14,10424.002064
12.196685,15,10442.858535
1.598207,3,10446.722234
2.959217,4,10451.829711
1.795329,3,10455.654876
12.561285,14,10473.4006
8.119969,9,10484.695606
4.556633,6,10492.275042
8.556723,10,10504.840121
6.756079,8,10515.045835
4.957177,6,10522.641782
18.434536,20,10547.969193
26.346351,28,10583.166218
3.121578,4,10588.285971
11.32653,15,10607.192464
6.557245,8,10617.310945
23.164571,27,10651.509647
4.754291,6,10659.228272
2.959217,4,10664.392448
5.957172,7,10673.116673
11.767072,15,10692.130553
10.271384,11,10705.976183
8.901793,12,10721.03689
0.966017,2,10723.569904
3.959047,5,10729.899842
9.763601,12,10745.117234
6.55925,8,10755.259908
7.752493,9,10766.743291
11.802283,14,10784.511837
12.953474,14,10802.153584
15.819635,18,10824.955251
6.757919,8,10835.046994
14.956077,20,10860.427687
2.566059,4,10865.491238
3.074464,4,10870.64035
11.362427,13,10887.006884
13.951882,15,10906.168448
10.756711,12,10921.390572
12.583672,14,10939.082982
6.362456,8,10949.191386
17.155495,19,10973.172609
0.966017,2,10975.814048
8.756194,10,10988.450238
22.306747,29,11025.232079
12.520992,15,11044.22543
11.652431,13,11060.767492
14.203482,16,11081.11393
11.712021,14,11098.83756
24.680071,29,11135.435622
12.670966,14,11153.045695
5.559084,7,11161.927266
1.960209,3,11165.922695
19.238461,27,11200.045865
4.959018,6,11207.591206
4.959018,6,11215.217075
5.953965,8,11225.312596
8.591184,10,11238.062437
7.198046,9,11249.452883
7.757919,9,11260.771826
3.758123,5,11267.088449
10.760149,12,11282.318836
9.19439,11,11296.160607
13.798071,15,11315.325177
2.757291,4,11320.418848
3.959047,5,11326.788125
16.600166,19,11350.917176
3.99276,5,11357.307245
12.769405,15,11376.200212
12.55519,14,11394.016916
4.965389,7,11402.890965
