#{"t_start": 1776079954.582204, "env_id": "highway-v0"}
r,l,t
10.555388,12,4332.579579
13.358502,15,4351.635105
18.004629,20,4376.995474
11.936002,17,4398.262548
6.561555,9,4409.558525
10.211467,14,4427.372391
2.284091,4,4432.461387
20.887962,30,4470.590514
24.138551,30,4508.653424
1.196243,2,4511.285078
14.181609,20,4536.615538
3.892333,6,4544.244597
7.199433,10,4556.93259
6.159681,8,4567.063503
17.411435,22,4594.704725
15.173541,19,4618.88327
4.52635,7,4627.898596
7.656393,9,4639.342835
21.260681,25,4670.971664
3.922714,5,4677.398795
1.598207,3,4681.217728
10.284437,13,4697.74526
7.88107,10,4710.504675
