rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
9.80436662,0,18267,1208,14111,0.1063033333333343,11.2,0.0005,13110,0.8742836713790894,,
10.01141827,0,18343,1212,14171,0.10250333333333272,11.43,0.0005,13170,0.6001434922218323,,
10.286742629999999,0,18426,1216,14236,0.09838666666666651,11.72,0.0005,13235,0.735345721244812,,
10.356440140000002,0,18474,1220,14274,0.09598000000000095,11.79,0.0005,13273,0.7252016663551331,,
11.037084619999998,0,18616,1224,14386,0.08888666666666756,12.54,0.0005,13385,0.586127758026123,,
11.18643323,0,18693,1228,14447,0.08502333333333412,12.68,0.0005,13446,0.473946750164032,,
11.22715838,0,18733,1232,14479,0.08299666666666694,12.71,0.0005,13478,0.2637714445590973,,
11.536285139999997,0,18808,1236,14538,0.07926000000000111,13.04,0.0005,13537,0.7153055667877197,,
11.52027977,0,18868,1240,14585,0.07628333333333392,13.04,0.0005,13584,0.5922204256057739,,
11.365287259999997,0,18926,1244,14631,0.07337000000000049,12.88,0.0005,13630,0.37928497791290283,,
11.45970843,0,19006,1248,14694,0.06937999999999966,12.99,0.0005,13693,0.44301581382751465,,
11.53711191,0,19067,1252,14742,0.06634000000000084,13.04,0.0005,13741,0.5743668079376221,,
11.9159484,0,19161,1256,14816,0.061653333333333005,13.44,0.0005,13815,0.8900772333145142,,
11.957280320000002,0,19212,1260,14856,0.05911999999999995,13.5,0.0005,13855,0.4697198271751404,,
11.95823255,0,19291,1264,14919,0.05512999999999901,13.58,0.0005,13918,0.8570021390914917,,
11.937829260000003,0,19366,1268,14978,0.05139333333333329,13.55,0.0005,13977,0.2578775882720947,,
,,,,15000,0.050063333333333015,,0.0005,13999,0.5823518633842468,10.8036244,12.1
12.159047809999999,0,19609,1272,15040,0.05,13.79,0.0005,14039,0.6920722126960754,,
12.003046989999998,0,19673,1276,15091,0.05,13.63,0.0005,14090,0.4062390625476837,,
11.932845039999997,0,19756,1280,15156,0.05,13.53,0.0005,14155,0.7326288223266602,,
11.848878960000002,0,19809,1284,15198,0.05,13.44,0.0005,14197,0.6144938468933105,,
11.717914980000003,0,19863,1288,15240,0.05,13.29,0.0005,14239,0.351145476102829,,
11.558938060000003,0,19915,1292,15281,0.05,13.13,0.0005,14280,1.0114212036132812,,
11.748451780000003,0,19975,1296,15329,0.05,13.36,0.0005,14328,0.5091418623924255,,
11.965216560000004,0,20067,1300,15401,0.05,13.58,0.0005,14400,0.35429835319519043,,
12.066103770000002,0,20128,1304,15450,0.05,13.72,0.0005,14449,0.7588595151901245,,
12.28884181,0,20203,1308,15509,0.05,13.98,0.0005,14508,0.3759233057498932,,
12.346316279999998,0,20291,1312,15578,0.05,14.07,0.0005,14577,0.687737226486206,,
12.1997777,0,20351,1316,15626,0.05,13.9,0.0005,14625,0.9196885228157043,,
12.446384240000002,0,20431,1320,15689,0.05,14.15,0.0005,14688,0.6634234189987183,,
12.017681990000002,0,20508,1324,15750,0.05,13.64,0.0005,14749,0.6982119679450989,,
11.889830060000001,0,20570,1328,15799,0.05,13.52,0.0005,14798,0.9318988919258118,,
11.871534589999996,0,20608,1332,15829,0.05,13.5,0.0005,14828,0.6181212067604065,,
11.81659707,0,20673,1336,15880,0.05,13.42,0.0005,14879,0.6114287376403809,,
11.99355695,0,20752,1340,15943,0.05,13.58,0.0005,14942,0.37590840458869934,,
12.019338600000001,0,20813,1344,15991,0.05,13.6,0.0005,14990,0.6764204502105713,,
11.836161519999997,0,20865,1348,16032,0.05,13.38,0.0005,15031,0.22803369164466858,,
11.861211179999996,0,20930,1352,16083,0.05,13.41,0.0005,15082,0.37529751658439636,,
11.717576339999999,0,21003,1356,16141,0.05,13.25,0.0005,15140,0.4920644164085388,,
11.84939515,0,21067,1360,16192,0.05,13.36,0.0005,15191,0.7191396951675415,,
11.70673011,0,21119,1364,16233,0.05,13.14,0.0005,15232,0.7203588485717773,,
11.74751733,0,21201,1368,16298,0.05,13.2,0.0005,15297,0.573796272277832,,
11.646548050000002,0,21266,1372,16349,0.05,13.09,0.0005,15348,0.5965354442596436,,
11.44094398,0,21301,1376,16377,0.05,12.86,0.0005,15376,0.5165072679519653,,
11.13347152,0,21342,1380,16409,0.05,12.53,0.0005,15408,0.5853273868560791,,
11.055615170000001,0,21387,1384,16445,0.05,12.47,0.0005,15444,0.40061458945274353,,
11.174142959999998,0,21456,1388,16499,0.05,12.59,0.0005,15498,0.17215853929519653,,
11.370676759999998,0,21532,1392,16559,0.05,12.78,0.0005,15558,0.9423418641090393,,
11.314416770000001,0,21580,1396,16597,0.05,12.68,0.0005,15596,0.4054206311702728,,
10.961951120000002,0,21623,1400,16631,0.05,12.3,0.0005,15630,0.7114242911338806,,
10.869976379999999,0,21669,1404,16667,0.05,12.17,0.0005,15666,0.2671712636947632,,
10.686837269999998,0,21716,1408,16704,0.05,11.95,0.0005,15703,0.5367473363876343,,
10.677744689999997,0,21794,1412,16766,0.05,11.88,0.0005,15765,0.29324105381965637,,
10.59248311,0,21845,1416,16806,0.05,11.8,0.0005,15805,0.782744288444519,,
10.494434730000002,0,21911,1420,16858,0.05,11.69,0.0005,15857,0.6470673680305481,,
10.29575826,0,21962,1424,16899,0.05,11.49,0.0005,15898,1.2815302610397339,,
10.443138419999999,0,22045,1428,16964,0.05,11.65,0.0005,15963,0.877391517162323,,
10.65898102,0,22112,1432,17017,0.05,11.88,0.0005,16016,0.9034106135368347,,
10.518339890000002,0,22157,1436,17053,0.05,11.73,0.0005,16052,0.6909065842628479,,
10.53409775,0,22241,1440,17119,0.05,11.76,0.0005,16118,0.5823299884796143,,
